#NLO (in QCD) PRODUCTION CROSS-SECTIONS FOR VLL (DOUBLET MODEL) AT 13 TEV LHC
#PDFs: Madgraph's default PDFs based on NNPDF2.3 set (LHAPDF ID: 244800, SET NAME: NNPDF23_nlo_as_0119_qed)
#SCALE: Madgraph's default (dynamic) factorization scale
#MASS (GeV)	p p > taup taup p p > taup nup  p p > nup nup (pb)         
720.000000	0.001096	0.003964	0.000994	
725.000000	0.001057	0.003825	0.000959	
730.000000	0.001020	0.003692	0.000925	
735.000000	0.000985	0.003565	0.000893	
740.000000	0.000950	0.003443	0.000862	
745.000000	0.000917	0.003326	0.000832	
750.000000	0.000886	0.003213	0.000802	
755.000000	0.000855	0.003101	0.000775	
760.000000	0.000826	0.002996	0.000748	
765.000000	0.000798	0.002894	0.000723	
770.000000	0.000771	0.002797	0.000698	
775.000000	0.000745	0.002703	0.000674	
780.000000	0.000719	0.002612	0.000651	
785.000000	0.000696	0.002525	0.000629	
790.000000	0.000673	0.002441	0.000608	
795.000000	0.000650	0.002362	0.000587	
800.000000	0.000628	0.002282	0.000568	
805.000000	0.000607	0.002208	0.000549	
810.000000	0.000587	0.002136	0.000531	
815.000000	0.000568	0.002065	0.000513	
820.000000	0.000550	0.001998	0.000496	
825.000000	0.000532	0.001933	0.000480	
830.000000	0.000514	0.001871	0.000464	
835.000000	0.000497	0.001811	0.000449	
840.000000	0.000481	0.001752	0.000434	
845.000000	0.000466	0.001696	0.000420	
850.000000	0.000451	0.001643	0.000406	
855.000000	0.000437	0.001590	0.000393	
860.000000	0.000423	0.001539	0.000380	
865.000000	0.000409	0.001490	0.000368	
870.000000	0.000396	0.001443	0.000356	
875.000000	0.000384	0.001397	0.000345	
880.000000	0.000372	0.001353	0.000334	
885.000000	0.000360	0.001311	0.000323	
890.000000	0.000349	0.001270	0.000313	
895.000000	0.000338	0.001230	0.000303	
900.000000	0.000327	0.001192	0.000294	
905.000000	0.000317	0.001156	0.000284	
910.000000	0.000307	0.001119	0.000276	
915.000000	0.000298	0.001085	0.000267	
920.000000	0.000288	0.001051	0.000259	
925.000000	0.000280	0.001018	0.000250	
930.000000	0.000271	0.000987	0.000243	
935.000000	0.000262	0.000957	0.000235	
940.000000	0.000254	0.000928	0.000228	
945.000000	0.000247	0.000900	0.000221	
950.000000	0.000239	0.000872	0.000214	
955.000000	0.000232	0.000846	0.000207	
960.000000	0.000225	0.000820	0.000201	
965.000000	0.000218	0.000796	0.000195	
970.000000	0.000211	0.000771	0.000189	
975.000000	0.000205	0.000749	0.000183	
980.000000	0.000199	0.000726	0.000178	
985.000000	0.000193	0.000704	0.000172	
990.000000	0.000187	0.000682	0.000167	
995.000000	0.000182	0.000662	0.000162	
1000.000000	0.000176	0.000642	0.000157	
